,retail_price,uses_ad_boosts,rating,rating_five_count,rating_one_count,badge_local_product,badge_product_quality,badge_fast_shipping,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,urgency_text,origin_country,merchant_rating_count,merchant_rating,merchant_has_profile_picture,price
0,-0.30606813033174896,-0.8737579268871934,-0.11819725041427265,-0.41943557051651753,-0.400232392251281,-0.1370488358932286,-0.2834733547569205,-0.11348259806856512,0.7925770750357664,-0.06098730121804348,1.6159437546257915,-0.050491529178682874,-0.31813414524501443,0.06972701709332403,1.5181064097732972,-0.18190441475583008,-0.33050344928111586,0.46983217273493366,-0.4096098783144385,16.0
1,-0.04246116625709772,1.1444817485805825,-0.7198939329438796,1.8985241590156945,4.654200246356153,-0.1370488358932286,-0.2834733547569205,-0.11348259806856512,0.7925770750357664,-0.06098730121804348,-0.33709468258233,-0.050491529178682874,0.02678265992364006,0.06972701709332403,1.5181064097732972,-0.18190441475583008,-0.11145809691881287,-0.6481190259833877,-0.4096098783144385,8.0
2,0.6495071144388618,-0.8737579268871934,-0.48697908809370954,-0.44113737806006476,-0.4286280812322216,-0.1370488358932286,-0.2834733547569205,-0.11348259806856512,-1.5028974378914406,-0.06098730121804348,0.6394245360217308,-0.050491529178682874,-0.21958648662539887,0.06972701709332403,1.5181064097732972,-0.18190441475583008,-0.33398339464860355,-0.20768934480725995,-0.4096098783144385,8.0
3,-0.5037733533877373,1.1444817485805825,0.4058611504986124,-0.14144575007774576,-0.27245179183704815,-0.1370488358932286,-0.2834733547569205,-0.11348259806856512,0.7925770750357664,-0.06098730121804348,-0.33709468258233,-0.050491529178682874,0.02678265992364006,0.06972701709332403,-0.6547610902934876,-0.18190441475583008,-0.033956016939599515,-0.058183883882614126,-0.4096098783144385,8.0
4,-0.6685277059343944,1.1444817485805825,-1.3992288970902111,-0.4401039586532292,-0.41443023674175133,-0.1370488358932286,-0.2834733547569205,-0.11348259806856512,-1.5028974378914406,-0.06098730121804348,-1.3136139011863908,-0.050491529178682874,-0.26886031593520665,0.06972701709332403,1.5181064097732972,-0.18190441475583008,-0.15314095901289637,-0.15025161406296197,-0.4096098783144385,2.72
5,-0.47082248287840595,-0.8737579268871934,2.2885894797041586,-0.4452710556874071,-0.44282592572269197,-0.1370488358932286,-0.2834733547569205,-0.11348259806856512,-1.5028974378914406,-0.06098730121804348,-1.3136139011863908,-0.050491529178682874,-0.022491169386167725,0.06972701709332403,-0.6547610902934876,-0.18190441475583008,-0.3369152167530804,-2.5629964989327005,-0.4096098783144385,3.92
6,-0.5696750944064002,-0.8737579268871934,0.03707931281917465,2.831701883388226,3.139763500705985,-0.1370488358932286,-0.2834733547569205,-0.11348259806856512,0.7925770750357664,-0.06098730121804348,-0.33709468258233,-0.050491529178682874,-0.4659556331744378,0.06972701709332403,-0.6547610902934876,-0.18190441475583008,-0.20780032068244683,0.21577846959721092,2.441347372077649,7.0
7,-0.40492074185974314,-0.8737579268871934,-0.11819725041427265,-0.32229414627397274,-0.296114865987832,-0.1370488358932286,-0.2834733547569205,-0.11348259806856512,0.7925770750357664,-0.06098730121804348,0.6394245360217308,-0.050491529178682874,4.855617932284803,0.06972701709332403,-0.6547610902934876,-0.18190441475583008,-0.33338428317508,-1.7149662879470973,-0.4096098783144385,12.0
8,2.0004928053214495,1.1444817485805825,-0.6810747921355178,-0.4401039586532292,-0.4286280812322216,-0.1370488358932286,-0.2834733547569205,-0.11348259806856512,0.7925770750357664,-0.06098730121804348,-0.33709468258233,-0.050491529178682874,-0.21958648662539887,0.06972701709332403,1.5181064097732972,-0.18190441475583008,-0.333537247806618,-1.1202323865350146,-0.4096098783144385,11.0
9,-0.04246116625709772,-0.8737579268871934,-0.42875037688116635,-0.14971310533243043,0.08722693525486662,-0.1370488358932286,-0.2834733547569205,-0.11348259806856512,0.7925770750357664,-0.06098730121804348,-0.33709468258233,-0.050491529178682874,-0.3674079745548222,0.06972701709332403,-0.6547610902934876,-0.18190441475583008,-0.26720158592967286,-0.15889281828443924,-0.4096098783144385,5.78
10,-0.6026259649157316,-0.8737579268871934,-0.7004843625396991,-0.1931167204195249,0.14875092804690465,-0.1370488358932286,-0.2834733547569205,-0.11348259806856512,-1.4560510192602731,-0.06098730121804348,-0.33709468258233,-0.050491529178682874,-0.7615986090332845,0.06972701709332403,1.5181064097732972,-0.18190441475583008,-0.21702918678523472,-0.3689939804715001,-0.4096098783144385,5.79
11,-0.5037733533877373,1.1444817485805825,-0.9916279186024124,-0.44320421687373596,-0.4286280812322216,-0.1370488358932286,-0.2834733547569205,-0.11348259806856512,-1.4560510192602731,-0.06098730121804348,-0.33709468258233,-0.050491529178682874,-0.022491169386167725,0.06972701709332403,1.5181064097732972,-0.18190441475583008,-0.29293788518592806,-0.23722837303639113,-0.4096098783144385,6.0
